transition,source,destination,seed,sample,performanceSeconds,steps,occupiedFraction,activity,changeRate,centroidU,centroidV
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,0,5.000,4600,0.136841,3.003865e-3,6.840604e-5,0.5020,0.5022
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,1,10.000,5200,0.175934,3.893983e-3,7.940629e-5,0.5020,0.5021
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,2,15.000,5800,0.221943,4.862373e-3,8.360694e-5,0.5020,0.5021
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,3,20.000,6400,0.267101,5.891535e-3,9.709338e-5,0.5020,0.5021
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,4,25.000,7000,0.320538,7.069134e-3,1.091701e-4,0.5021,0.5023
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,5,30.000,7600,0.376106,8.312239e-3,1.192292e-4,0.5021,0.5024
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,6,35.000,8200,0.440613,9.718761e-3,1.297813e-4,0.5021,0.5018
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,7,40.000,8800,0.509560,1.122250e-2,1.456064e-4,0.5021,0.5020
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,8,45.000,9400,0.568665,1.249650e-2,1.047728e-4,0.5019,0.5022
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,9,50.000,10000,0.605568,1.330255e-2,7.713305e-5,0.5017,0.5013
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,10,55.000,10600,0.627892,1.380664e-2,5.074271e-5,0.5011,0.5012
06-labyrinth-to-overgrowth,labyrinth,overgrowth,11000033,11,60.000,11200,0.637806,1.401667e-2,2.643653e-5,0.5009,0.5007
07-overgrowth-to-collapse,overgrowth,collapse,11000011,0,5.000,4600,0.212162,6.027921e-3,4.675101e-5,0.4968,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,1,10.000,5200,0.266720,7.562156e-3,5.238095e-5,0.4968,0.5016
07-overgrowth-to-collapse,overgrowth,collapse,11000011,2,15.000,5800,0.327431,9.268141e-3,5.801983e-5,0.4967,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,3,20.000,6400,0.394302,1.114570e-2,6.364747e-5,0.4967,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,4,25.000,7000,0.467342,1.319470e-2,6.927843e-5,0.4967,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,5,30.000,7600,0.546471,1.541501e-2,7.489319e-5,0.4967,0.5016
07-overgrowth-to-collapse,overgrowth,collapse,11000011,6,35.000,8200,0.631832,1.780653e-2,8.051836e-5,0.4968,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,7,40.000,8800,0.723244,2.036919e-2,8.612849e-5,0.4967,0.5017
07-overgrowth-to-collapse,overgrowth,collapse,11000011,8,45.000,9400,0.820545,2.307910e-2,8.618094e-5,0.4968,0.5016
07-overgrowth-to-collapse,overgrowth,collapse,11000011,9,50.000,10000,0.891575,2.496654e-2,5.061341e-5,0.4978,0.5004
07-overgrowth-to-collapse,overgrowth,collapse,11000011,10,55.000,10600,0.937420,2.620751e-2,3.478740e-5,0.4982,0.5000
07-overgrowth-to-collapse,overgrowth,collapse,11000011,11,60.000,11200,0.968670,2.705091e-2,2.315094e-5,0.4984,0.4997
07-overgrowth-to-collapse,overgrowth,collapse,11000022,0,5.000,4600,0.211422,6.006554e-3,4.665197e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,1,10.000,5200,0.265842,7.538298e-3,5.229916e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,2,15.000,5800,0.326477,9.241791e-3,5.794421e-5,0.4955,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,3,20.000,6400,0.393284,1.111687e-2,6.357504e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,4,25.000,7000,0.466236,1.316338e-2,6.919102e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,5,30.000,7600,0.545288,1.538122e-2,7.480115e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,6,35.000,8200,0.630508,1.777027e-2,8.043640e-5,0.4955,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,7,40.000,8800,0.721874,2.033044e-2,8.607293e-5,0.4954,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,8,45.000,9400,0.819118,2.304279e-2,8.706342e-5,0.4955,0.5019
07-overgrowth-to-collapse,overgrowth,collapse,11000022,9,50.000,10000,0.890831,2.494712e-2,5.091138e-5,0.4971,0.5005
07-overgrowth-to-collapse,overgrowth,collapse,11000022,10,55.000,10600,0.936935,2.619455e-2,3.495957e-5,0.4977,0.5001
07-overgrowth-to-collapse,overgrowth,collapse,11000022,11,60.000,11200,0.968369,2.704251e-2,2.327633e-5,0.4981,0.4997
07-overgrowth-to-collapse,overgrowth,collapse,11000033,0,5.000,4600,0.211605,6.013165e-3,4.668752e-5,0.5021,0.5023
07-overgrowth-to-collapse,overgrowth,collapse,11000033,1,10.000,5200,0.266094,7.545698e-3,5.228981e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,2,15.000,5800,0.326805,9.249976e-3,5.796200e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,3,20.000,6400,0.393612,1.112581e-2,6.362788e-5,0.5021,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,4,25.000,7000,0.466625,1.317309e-2,6.923390e-5,0.5021,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,5,30.000,7600,0.545605,1.539171e-2,7.481127e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,6,35.000,8200,0.630905,1.778155e-2,8.044002e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,7,40.000,8800,0.722401,2.034248e-2,8.610277e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,8,45.000,9400,0.819511,2.305423e-2,8.681414e-5,0.5020,0.5022
07-overgrowth-to-collapse,overgrowth,collapse,11000033,9,50.000,10000,0.891087,2.495338e-2,5.083084e-5,0.5006,0.5007
07-overgrowth-to-collapse,overgrowth,collapse,11000033,10,55.000,10600,0.937107,2.619876e-2,3.492062e-5,0.5001,0.5002
07-overgrowth-to-collapse,overgrowth,collapse,11000033,11,60.000,11200,0.968430,2.704525e-2,2.324147e-5,0.4998,0.4998
08-collapse-to-stillness,collapse,stillness,11000011,0,5.000,4600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,1,10.000,5200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,2,15.000,5800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,3,20.000,6400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,4,25.000,7000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,5,30.000,7600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,6,35.000,8200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,7,40.000,8800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,8,45.000,9400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,9,50.000,10000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,10,55.000,10600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000011,11,60.000,11200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,0,5.000,4600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,1,10.000,5200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,2,15.000,5800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,3,20.000,6400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,4,25.000,7000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,5,30.000,7600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,6,35.000,8200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,7,40.000,8800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,8,45.000,9400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,9,50.000,10000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,10,55.000,10600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000022,11,60.000,11200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,0,5.000,4600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,1,10.000,5200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,2,15.000,5800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,3,20.000,6400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,4,25.000,7000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,5,30.000,7600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,6,35.000,8200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,7,40.000,8800,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,8,45.000,9400,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,9,50.000,10000,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,10,55.000,10600,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
08-collapse-to-stillness,collapse,stillness,11000033,11,60.000,11200,0.000000,0.000000e+0,0.000000e+0,0.0000,0.0000
09-stillness-to-rebirth,stillness,rebirth,11000011,0,5.000,4600,0.001774,3.722200e-5,1.036240e-6,0.6055,0.4309
09-stillness-to-rebirth,stillness,rebirth,11000011,1,10.000,5200,0.002216,5.233560e-5,2.237664e-6,0.6056,0.4308
09-stillness-to-rebirth,stillness,rebirth,11000011,2,15.000,5800,0.003201,7.130512e-5,3.659359e-6,0.6055,0.4311
09-stillness-to-rebirth,stillness,rebirth,11000011,3,20.000,6400,0.004440,1.080017e-4,5.163701e-6,0.6055,0.4313
09-stillness-to-rebirth,stillness,rebirth,11000011,4,25.000,7000,0.007450,1.829436e-4,7.910372e-6,0.6055,0.4313
09-stillness-to-rebirth,stillness,rebirth,11000011,5,30.000,7600,0.012096,2.845942e-4,9.068646e-6,0.6056,0.4308
09-stillness-to-rebirth,stillness,rebirth,11000011,6,35.000,8200,0.017021,4.048959e-4,1.293632e-5,0.6053,0.4318
09-stillness-to-rebirth,stillness,rebirth,11000011,7,40.000,8800,0.022305,5.442498e-4,1.478080e-5,0.6055,0.4321
09-stillness-to-rebirth,stillness,rebirth,11000011,8,45.000,9400,0.030701,7.520058e-4,1.924069e-5,0.6062,0.4317
09-stillness-to-rebirth,stillness,rebirth,11000011,9,50.000,10000,0.038837,9.465106e-4,2.446535e-5,0.6061,0.4286
09-stillness-to-rebirth,stillness,rebirth,11000011,10,55.000,10600,0.048206,1.176126e-3,2.223103e-5,0.6058,0.4302
09-stillness-to-rebirth,stillness,rebirth,11000011,11,60.000,11200,0.056599,1.375923e-3,2.541002e-5,0.6065,0.4286
09-stillness-to-rebirth,stillness,rebirth,11000022,0,5.000,4600,0.001789,3.731930e-5,1.039840e-6,0.6103,0.4293
09-stillness-to-rebirth,stillness,rebirth,11000022,1,10.000,5200,0.002216,5.258192e-5,2.449049e-6,0.6103,0.4294
09-stillness-to-rebirth,stillness,rebirth,11000022,2,15.000,5800,0.003189,7.198705e-5,4.056363e-6,0.6107,0.4297
09-stillness-to-rebirth,stillness,rebirth,11000022,3,20.000,6400,0.004292,1.037934e-4,5.129436e-6,0.6103,0.4299
09-stillness-to-rebirth,stillness,rebirth,11000022,4,25.000,7000,0.007317,1.789779e-4,7.727569e-6,0.6105,0.4297
09-stillness-to-rebirth,stillness,rebirth,11000022,5,30.000,7600,0.011997,2.807420e-4,8.932335e-6,0.6106,0.4297
09-stillness-to-rebirth,stillness,rebirth,11000022,6,35.000,8200,0.016823,4.004119e-4,1.331603e-5,0.6101,0.4296
09-stillness-to-rebirth,stillness,rebirth,11000022,7,40.000,8800,0.022038,5.382446e-4,1.431418e-5,0.6105,0.4291
09-stillness-to-rebirth,stillness,rebirth,11000022,8,45.000,9400,0.030354,7.387885e-4,1.861708e-5,0.6102,0.4286
09-stillness-to-rebirth,stillness,rebirth,11000022,9,50.000,10000,0.038143,9.255465e-4,2.264262e-5,0.6097,0.4272
09-stillness-to-rebirth,stillness,rebirth,11000022,10,55.000,10600,0.046841,1.135452e-3,2.205983e-5,0.6116,0.4286
09-stillness-to-rebirth,stillness,rebirth,11000022,11,60.000,11200,0.057068,1.384076e-3,2.620785e-5,0.6108,0.4292
09-stillness-to-rebirth,stillness,rebirth,11000033,0,5.000,4600,0.001770,3.712028e-5,1.036940e-6,0.6066,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,1,10.000,5200,0.002216,5.202495e-5,2.020218e-6,0.6067,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,2,15.000,5800,0.003201,7.173372e-5,3.349214e-6,0.6065,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,3,20.000,6400,0.004456,1.111231e-4,5.416719e-6,0.6068,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,4,25.000,7000,0.007725,1.871615e-4,8.149160e-6,0.6070,0.4317
09-stillness-to-rebirth,stillness,rebirth,11000033,5,30.000,7600,0.012234,2.898373e-4,9.026388e-6,0.6067,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,6,35.000,8200,0.017414,4.154987e-4,1.275322e-5,0.6068,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,7,40.000,8800,0.023067,5.604023e-4,1.555644e-5,0.6067,0.4317
09-stillness-to-rebirth,stillness,rebirth,11000033,8,45.000,9400,0.031326,7.575335e-4,1.817702e-5,0.6062,0.4322
09-stillness-to-rebirth,stillness,rebirth,11000033,9,50.000,10000,0.038918,9.468964e-4,2.382547e-5,0.6031,0.4316
09-stillness-to-rebirth,stillness,rebirth,11000033,10,55.000,10600,0.048767,1.185999e-3,2.399156e-5,0.6026,0.4318
09-stillness-to-rebirth,stillness,rebirth,11000033,11,60.000,11200,0.057484,1.399415e-3,2.590099e-5,0.6039,0.4309
